VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, TEXCOORD0.x, TEXCOORD0.y
170, 50,  0.06827,  0.01353,  0.43423,  0.02661,  0.9917,  0.125,  0.00, -0.99268,  0.01168,  0.11865,  1.00, -0.59717,  0.72998
171, 51,  0.08264,  0.00888,  0.46906,  0.42456,  0.90332,  0.0647,  0.00, -0.89746,  0.4104,  0.16138,  1.00, -0.61621,  0.80078
172, 54,  0.08654,  0.00738,  0.43912,  0.80908,  0.5874,  0.01453,  0.00, -0.57666,  0.78955,  0.21094,  1.00, -0.63428,  0.74512
173, 52,  0.08023,  0.01298,  0.42579,  0.3562,  0.92676,  0.11896,  0.00, -0.92627,  0.3335,  0.17456,  1.00, -0.62256,  0.71631
174, 54,  0.08654,  0.00738,  0.43912,  0.80908,  0.5874,  0.01453,  0.00, -0.57666,  0.78955,  0.21094,  1.00, -0.63428,  0.74512
175, 51,  0.08264,  0.00888,  0.46906,  0.42456,  0.90332,  0.0647,  0.00, -0.89746,  0.4104,  0.16138,  1.00, -0.61621,  0.80078
176, 55,  0.08641,  0.00556,  0.47091,  0.81104,  0.5791,  0.08209,  0.00, -0.58301,  0.79004,  0.18848,  1.00, -0.625,  0.80615
177, 55,  0.08641,  0.00556,  0.47091,  0.81104,  0.5791,  0.08209,  0.00, -0.58301,  0.79004,  0.18848,  1.00, -0.625,  0.80615
178, 56,  0.0897, -1.57095E-17,  0.45024,  1.00,  0.00,  0.01901,  0.00, -0.00436,  0.97314,  0.22949,  1.00, -0.64551,  0.76904
179, 54,  0.08654,  0.00738,  0.43912,  0.80908,  0.5874,  0.01453,  0.00, -0.57666,  0.78955,  0.21094,  1.00, -0.63428,  0.74512
180, 56,  0.0897, -1.57095E-17,  0.45024,  1.00,  0.00,  0.01901,  0.00, -0.00436,  0.97314,  0.22949,  1.00, -0.64551,  0.76904
181, 55,  0.08641,  0.00556,  0.47091,  0.81104,  0.5791,  0.08209,  0.00, -0.58301,  0.79004,  0.18848,  1.00, -0.625,  0.80615
182, 57,  0.08847, -1.57095E-17,  0.47217,  0.99463,  0.00,  0.104,  0.00, -0.02599,  0.96826,  0.24854,  1.00, -0.63623,  0.81055
183, 58,  0.08867, -1.57095E-17,  0.42542,  0.99463,  0.00,  0.10437,  0.00, -0.03044,  0.95654,  0.29004,  1.00, -0.6543,  0.72266
184, 54,  0.08654,  0.00738,  0.43912,  0.80908,  0.5874,  0.01453,  0.00, -0.57666,  0.78955,  0.21094,  1.00, -0.63428,  0.74512
185, 56,  0.0897, -1.57095E-17,  0.45024,  1.00,  0.00,  0.01901,  0.00, -0.00436,  0.97314,  0.22949,  1.00, -0.64551,  0.76904
186, 54,  0.08654,  0.00738,  0.43912,  0.80908,  0.5874,  0.01453,  0.00, -0.57666,  0.78955,  0.21094,  1.00, -0.63428,  0.74512
187, 58,  0.08867, -1.57095E-17,  0.42542,  0.99463,  0.00,  0.10437,  0.00, -0.03044,  0.95654,  0.29004,  1.00, -0.6543,  0.72266
188, 59,  0.08596,  0.00931,  0.42575,  0.80811,  0.58887,  0.00785,  0.00, -0.57568,  0.78711,  0.22119,  1.00, -0.63574,  0.71924
189, 54,  0.08654,  0.00738,  0.43912,  0.80908,  0.5874,  0.01453,  0.00, -0.57666,  0.78955,  0.21094,  1.00, -0.63428,  0.74512
190, 59,  0.08596,  0.00931,  0.42575,  0.80811,  0.58887,  0.00785,  0.00, -0.57568,  0.78711,  0.22119,  1.00, -0.63574,  0.71924
191, 52,  0.08023,  0.01298,  0.42579,  0.3562,  0.92676,  0.11896,  0.00, -0.92627,  0.3335,  0.17456,  1.00, -0.62256,  0.71631
192, 59,  0.08596,  0.00931,  0.42575,  0.80811,  0.58887,  0.00785,  0.00, -0.57568,  0.78711,  0.22119,  1.00, -0.63574,  0.71924
193, 58,  0.08867, -1.57095E-17,  0.42542,  0.99463,  0.00,  0.10437,  0.00, -0.03044,  0.95654,  0.29004,  1.00, -0.6543,  0.72266
194, 60,  0.08853,  0.00083,  0.4234,  0.73828,  0.66211,  0.12805,  0.00, -0.67334,  0.7124,  0.19775,  1.00, -0.65332,  0.71826
195, 60,  0.08853,  0.00083,  0.4234,  0.73828,  0.66211,  0.12805,  0.00, -0.67334,  0.7124,  0.19775,  1.00, -0.65332,  0.71826
196, 58,  0.08867, -1.57095E-17,  0.42542,  0.99463,  0.00,  0.10437,  0.00, -0.03044,  0.95654,  0.29004,  1.00, -0.6543,  0.72266
197, 61,  0.09072, -1.57095E-17,  0.42302,  0.8916,  0.00,  0.45264,  0.00, -0.36841,  0.58105,  0.72559,  1.00, -0.6582,  0.71826
198, 62,  0.08001,  0.01584,  0.40297,  0.62207,  0.78027,  0.06494,  0.00, -0.77002,  0.59424,  0.23303,  1.00, -0.62939,  0.6709
199, 59,  0.08596,  0.00931,  0.42575,  0.80811,  0.58887,  0.00785,  0.00, -0.57568,  0.78711,  0.22119,  1.00, -0.63574,  0.71924
200, 60,  0.08853,  0.00083,  0.4234,  0.73828,  0.66211,  0.12805,  0.00, -0.67334,  0.7124,  0.19775,  1.00, -0.65332,  0.71826
201, 52,  0.08023,  0.01298,  0.42579,  0.3562,  0.92676,  0.11896,  0.00, -0.92627,  0.3335,  0.17456,  1.00, -0.62256,  0.71631
202, 59,  0.08596,  0.00931,  0.42575,  0.80811,  0.58887,  0.00785,  0.00, -0.57568,  0.78711,  0.22119,  1.00, -0.63574,  0.71924
203, 62,  0.08001,  0.01584,  0.40297,  0.62207,  0.78027,  0.06494,  0.00, -0.77002,  0.59424,  0.23303,  1.00, -0.62939,  0.6709
204, 63,  0.08908,  0.00452,  0.40354,  0.55176,  0.81055,  0.19543,  0.00, -0.83203,  0.51904,  0.19629,  1.00, -0.65723,  0.67871
205, 60,  0.08853,  0.00083,  0.4234,  0.73828,  0.66211,  0.12805,  0.00, -0.67334,  0.7124,  0.19775,  1.00, -0.65332,  0.71826
206, 61,  0.09072, -1.57095E-17,  0.42302,  0.8916,  0.00,  0.45264,  0.00, -0.36841,  0.58105,  0.72559,  1.00, -0.6582,  0.71826
207, 62,  0.08001,  0.01584,  0.40297,  0.62207,  0.78027,  0.06494,  0.00, -0.77002,  0.59424,  0.23303,  1.00, -0.62939,  0.6709
208, 60,  0.08853,  0.00083,  0.4234,  0.73828,  0.66211,  0.12805,  0.00, -0.67334,  0.7124,  0.19775,  1.00, -0.65332,  0.71826
209, 63,  0.08908,  0.00452,  0.40354,  0.55176,  0.81055,  0.19543,  0.00, -0.83203,  0.51904,  0.19629,  1.00, -0.65723,  0.67871
210, 64,  0.09111,  0.00381,  0.40351,  0.73975,  0.65332,  0.15955,  0.00, -0.67041,  0.69629,  0.25708,  1.00, -0.66162,  0.6792
211, 63,  0.08908,  0.00452,  0.40354,  0.55176,  0.81055,  0.19543,  0.00, -0.83203,  0.51904,  0.19629,  1.00, -0.65723,  0.67871
212, 61,  0.09072, -1.57095E-17,  0.42302,  0.8916,  0.00,  0.45264,  0.00, -0.36841,  0.58105,  0.72559,  1.00, -0.6582,  0.71826
213, 65,  0.09215, -1.57095E-17,  0.40356,  0.99805,  0.00,  0.06458,  0.00, -0.02115,  0.94482,  0.3269,  1.00, -0.66895,  0.68164
214, 64,  0.09111,  0.00381,  0.40351,  0.73975,  0.65332,  0.15955,  0.00, -0.67041,  0.69629,  0.25708,  1.00, -0.66162,  0.6792
215, 61,  0.09072, -1.57095E-17,  0.42302,  0.8916,  0.00,  0.45264,  0.00, -0.36841,  0.58105,  0.72559,  1.00, -0.6582,  0.71826
216, 66,  0.09274, -1.57095E-17,  0.39301,  0.99268,  0.00,  0.12268,  0.00, -0.04706,  0.92334,  0.38086,  1.00, -0.67627,  0.6626
217, 64,  0.09111,  0.00381,  0.40351,  0.73975,  0.65332,  0.15955,  0.00, -0.67041,  0.69629,  0.25708,  1.00, -0.66162,  0.6792
218, 65,  0.09215, -1.57095E-17,  0.40356,  0.99805,  0.00,  0.06458,  0.00, -0.02115,  0.94482,  0.3269,  1.00, -0.66895,  0.68164
219, 67,  0.09017,  0.00797,  0.39151,  0.68115,  0.69043,  0.24292,  0.00, -0.73193,  0.6377,  0.24023,  1.00, -0.66064,  0.6543
220, 63,  0.08908,  0.00452,  0.40354,  0.55176,  0.81055,  0.19543,  0.00, -0.83203,  0.51904,  0.19629,  1.00, -0.65723,  0.67871
221, 64,  0.09111,  0.00381,  0.40351,  0.73975,  0.65332,  0.15955,  0.00, -0.67041,  0.69629,  0.25708,  1.00, -0.66162,  0.6792
222, 64,  0.09111,  0.00381,  0.40351,  0.73975,  0.65332,  0.15955,  0.00, -0.67041,  0.69629,  0.25708,  1.00, -0.66162,  0.6792
223, 66,  0.09274, -1.57095E-17,  0.39301,  0.99268,  0.00,  0.12268,  0.00, -0.04706,  0.92334,  0.38086,  1.00, -0.67627,  0.6626
224, 67,  0.09017,  0.00797,  0.39151,  0.68115,  0.69043,  0.24292,  0.00, -0.73193,  0.6377,  0.24023,  1.00, -0.66064,  0.6543
225, 62,  0.08001,  0.01584,  0.40297,  0.62207,  0.78027,  0.06494,  0.00, -0.77002,  0.59424,  0.23303,  1.00, -0.62939,  0.6709
226, 63,  0.08908,  0.00452,  0.40354,  0.55176,  0.81055,  0.19543,  0.00, -0.83203,  0.51904,  0.19629,  1.00, -0.65723,  0.67871
227, 68,  0.08746,  0.00862,  0.39177,  0.4751,  0.84326,  0.25146,  0.00, -0.87939,  0.44312,  0.17493,  1.00, -0.65527,  0.6543
228, 63,  0.08908,  0.00452,  0.40354,  0.55176,  0.81055,  0.19543,  0.00, -0.83203,  0.51904,  0.19629,  1.00, -0.65723,  0.67871
229, 67,  0.09017,  0.00797,  0.39151,  0.68115,  0.69043,  0.24292,  0.00, -0.73193,  0.6377,  0.24023,  1.00, -0.66064,  0.6543
230, 68,  0.08746,  0.00862,  0.39177,  0.4751,  0.84326,  0.25146,  0.00, -0.87939,  0.44312,  0.17493,  1.00, -0.65527,  0.6543
231, 69,  0.09236,  0.00735,  0.3766,  0.70947,  0.64014,  0.29443,  0.00, -0.69873,  0.69336,  0.17529,  1.00, -0.67334,  0.62646
232, 67,  0.09017,  0.00797,  0.39151,  0.68115,  0.69043,  0.24292,  0.00, -0.73193,  0.6377,  0.24023,  1.00, -0.66064,  0.6543
233, 66,  0.09274, -1.57095E-17,  0.39301,  0.99268,  0.00,  0.12268,  0.00, -0.04706,  0.92334,  0.38086,  1.00, -0.67627,  0.6626
234, 70,  0.09449, -1.57095E-17,  0.38913,  0.93506,  0.00,  0.35474,  0.00, -0.20911,  0.80762,  0.55127,  1.00, -0.68066,  0.65527
235, 69,  0.09236,  0.00735,  0.3766,  0.70947,  0.64014,  0.29443,  0.00, -0.69873,  0.69336,  0.17529,  1.00, -0.67334,  0.62646
236, 66,  0.09274, -1.57095E-17,  0.39301,  0.99268,  0.00,  0.12268,  0.00, -0.04706,  0.92334,  0.38086,  1.00, -0.67627,  0.6626
237, 71,  0.08868,  0.01409,  0.37936,  0.6167,  0.73096,  0.29199,  0.00, -0.78516,  0.59717,  0.1637,  1.00, -0.65674,  0.62744
238, 68,  0.08746,  0.00862,  0.39177,  0.4751,  0.84326,  0.25146,  0.00, -0.87939,  0.44312,  0.17493,  1.00, -0.65527,  0.6543
239, 67,  0.09017,  0.00797,  0.39151,  0.68115,  0.69043,  0.24292,  0.00, -0.73193,  0.6377,  0.24023,  1.00, -0.66064,  0.6543
240, 67,  0.09017,  0.00797,  0.39151,  0.68115,  0.69043,  0.24292,  0.00, -0.73193,  0.6377,  0.24023,  1.00, -0.66064,  0.6543
241, 69,  0.09236,  0.00735,  0.3766,  0.70947,  0.64014,  0.29443,  0.00, -0.69873,  0.69336,  0.17529,  1.00, -0.67334,  0.62646
242, 71,  0.08868,  0.01409,  0.37936,  0.6167,  0.73096,  0.29199,  0.00, -0.78516,  0.59717,  0.1637,  1.00, -0.65674,  0.62744
243, 69,  0.09236,  0.00735,  0.3766,  0.70947,  0.64014,  0.29443,  0.00, -0.69873,  0.69336,  0.17529,  1.00, -0.67334,  0.62646
244, 70,  0.09449, -1.57095E-17,  0.38913,  0.93506,  0.00,  0.35474,  0.00, -0.20911,  0.80762,  0.55127,  1.00, -0.68066,  0.65527
245, 72,  0.09395,  0.00661,  0.37617,  0.79346,  0.54785,  0.2644,  0.00, -0.59717,  0.78418,  0.16711,  1.00, -0.67676,  0.62549
246, 73,  0.09659, -1.57095E-17,  0.36496,  1.00,  0.00,  0.00794,  0.00, -0.00166,  0.97803,  0.20911,  1.00, -0.69727,  0.60693
247, 72,  0.09395,  0.00661,  0.37617,  0.79346,  0.54785,  0.2644,  0.00, -0.59717,  0.78418,  0.16711,  1.00, -0.67676,  0.62549
248, 70,  0.09449, -1.57095E-17,  0.38913,  0.93506,  0.00,  0.35474,  0.00, -0.20911,  0.80762,  0.55127,  1.00, -0.68066,  0.65527
249, 74,  0.09297,  0.01284,  0.36681,  0.79883,  0.56592,  0.20386,  0.00, -0.59814,  0.78223,  0.17358,  1.00, -0.67041,  0.60449
250, 69,  0.09236,  0.00735,  0.3766,  0.70947,  0.64014,  0.29443,  0.00, -0.69873,  0.69336,  0.17529,  1.00, -0.67334,  0.62646
251, 72,  0.09395,  0.00661,  0.37617,  0.79346,  0.54785,  0.2644,  0.00, -0.59717,  0.78418,  0.16711,  1.00, -0.67676,  0.62549
252, 74,  0.09297,  0.01284,  0.36681,  0.79883,  0.56592,  0.20386,  0.00, -0.59814,  0.78223,  0.17358,  1.00, -0.67041,  0.60449
253, 72,  0.09395,  0.00661,  0.37617,  0.79346,  0.54785,  0.2644,  0.00, -0.59717,  0.78418,  0.16711,  1.00, -0.67676,  0.62549
254, 73,  0.09659, -1.57095E-17,  0.36496,  1.00,  0.00,  0.00794,  0.00, -0.00166,  0.97803,  0.20911,  1.00, -0.69727,  0.60693
255, 73,  0.09659, -1.57095E-17,  0.36496,  1.00,  0.00,  0.00794,  0.00, -0.00166,  0.97803,  0.20911,  1.00, -0.69727,  0.60693
256, 75,  0.08792,  0.01883,  0.33197,  0.90137,  0.37598,  0.21436,  0.00, -0.40991,  0.90039,  0.14478,  1.00, -0.66797,  0.53516
257, 74,  0.09297,  0.01284,  0.36681,  0.79883,  0.56592,  0.20386,  0.00, -0.59814,  0.78223,  0.17358,  1.00, -0.67041,  0.60449
258, 76,  0.09772, -1.57095E-17,  0.33489,  0.99902,  0.00,  0.04666,  0.00, -0.00401,  0.99609,  0.08594,  1.00, -0.70898,  0.54492
259, 75,  0.08792,  0.01883,  0.33197,  0.90137,  0.37598,  0.21436,  0.00, -0.40991,  0.90039,  0.14478,  1.00, -0.66797,  0.53516
260, 73,  0.09659, -1.57095E-17,  0.36496,  1.00,  0.00,  0.00794,  0.00, -0.00166,  0.97803,  0.20911,  1.00, -0.69727,  0.60693
261, 69,  0.09236,  0.00735,  0.3766,  0.70947,  0.64014,  0.29443,  0.00, -0.69873,  0.69336,  0.17529,  1.00, -0.67334,  0.62646
262, 74,  0.09297,  0.01284,  0.36681,  0.79883,  0.56592,  0.20386,  0.00, -0.59814,  0.78223,  0.17358,  1.00, -0.67041,  0.60449
263, 77,  0.0901,  0.01473,  0.36668,  0.73242,  0.62451,  0.27148,  0.00, -0.67725,  0.70947,  0.19482,  1.00, -0.66406,  0.60352
264, 77,  0.0901,  0.01473,  0.36668,  0.73242,  0.62451,  0.27148,  0.00, -0.67725,  0.70947,  0.19482,  1.00, -0.66406,  0.60352
265, 71,  0.08868,  0.01409,  0.37936,  0.6167,  0.73096,  0.29199,  0.00, -0.78516,  0.59717,  0.1637,  1.00, -0.65674,  0.62744
266, 69,  0.09236,  0.00735,  0.3766,  0.70947,  0.64014,  0.29443,  0.00, -0.69873,  0.69336,  0.17529,  1.00, -0.67334,  0.62646
267, 76,  0.09772, -1.57095E-17,  0.33489,  0.99902,  0.00,  0.04666,  0.00, -0.00401,  0.99609,  0.08594,  1.00, -0.70898,  0.54492
268, 78,  0.09266,  0.01239,  0.31793,  0.97949,  0.19702,  0.03632,  0.00, -0.19446,  0.979, -0.06427,  1.00, -0.68408,  0.50928
269, 75,  0.08792,  0.01883,  0.33197,  0.90137,  0.37598,  0.21436,  0.00, -0.40991,  0.90039,  0.14478,  1.00, -0.66797,  0.53516
270, 78,  0.09266,  0.01239,  0.31793,  0.97949,  0.19702,  0.03632,  0.00, -0.19446,  0.979, -0.06427,  1.00, -0.68408,  0.50928
271, 76,  0.09772, -1.57095E-17,  0.33489,  0.99902,  0.00,  0.04666,  0.00, -0.00401,  0.99609,  0.08594,  1.00, -0.70898,  0.54492
272, 79,  0.09803, -1.57095E-17,  0.31866,  0.99414,  0.00, -0.10675,  0.00, -0.0123,  0.99316, -0.11456,  1.00, -0.71045,  0.50928
273, 74,  0.09297,  0.01284,  0.36681,  0.79883,  0.56592,  0.20386,  0.00, -0.59814,  0.78223,  0.17358,  1.00, -0.67041,  0.60449
274, 75,  0.08792,  0.01883,  0.33197,  0.90137,  0.37598,  0.21436,  0.00, -0.40991,  0.90039,  0.14478,  1.00, -0.66797,  0.53516
275, 80,  0.08811,  0.02097,  0.3567,  0.71094,  0.70361,  0.01094,  0.00, -0.6875,  0.69141,  0.22119,  1.00, -0.65576,  0.58154
276, 80,  0.08811,  0.02097,  0.3567,  0.71094,  0.70361,  0.01094,  0.00, -0.6875,  0.69141,  0.22119,  1.00, -0.65576,  0.58154
277, 77,  0.0901,  0.01473,  0.36668,  0.73242,  0.62451,  0.27148,  0.00, -0.67725,  0.70947,  0.19482,  1.00, -0.66406,  0.60352
278, 74,  0.09297,  0.01284,  0.36681,  0.79883,  0.56592,  0.20386,  0.00, -0.59814,  0.78223,  0.17358,  1.00, -0.67041,  0.60449
279, 79,  0.09803, -1.57095E-17,  0.31866,  0.99414,  0.00, -0.10675,  0.00, -0.0123,  0.99316, -0.11456,  1.00, -0.71045,  0.50928
280, 81,  0.09235,  0.00936,  0.31047,  0.90479,  0.16541, -0.39282,  0.00, -0.25562,  0.94775, -0.18982,  1.00, -0.68652,  0.49268
281, 78,  0.09266,  0.01239,  0.31793,  0.97949,  0.19702,  0.03632,  0.00, -0.19446,  0.979, -0.06427,  1.00, -0.68408,  0.50928
282, 81,  0.09235,  0.00936,  0.31047,  0.90479,  0.16541, -0.39282,  0.00, -0.25562,  0.94775, -0.18982,  1.00, -0.68652,  0.49268
283, 79,  0.09803, -1.57095E-17,  0.31866,  0.99414,  0.00, -0.10675,  0.00, -0.0123,  0.99316, -0.11456,  1.00, -0.71045,  0.50928
284, 82,  0.09504, -1.57095E-17,  0.30813,  0.86523,  0.00, -0.50146,  0.00, -0.15002,  0.9541, -0.25879,  1.00, -0.70459,  0.48511
285, 83,  0.0887, -1.57095E-17,  0.30139,  0.87305,  0.00, -0.48755,  0.00, -0.14954,  0.95166, -0.26782,  1.00, -0.69531,  0.46753
286, 81,  0.09235,  0.00936,  0.31047,  0.90479,  0.16541, -0.39282,  0.00, -0.25562,  0.94775, -0.18982,  1.00, -0.68652,  0.49268
287, 82,  0.09504, -1.57095E-17,  0.30813,  0.86523,  0.00, -0.50146,  0.00, -0.15002,  0.9541, -0.25879,  1.00, -0.70459,  0.48511
288, 81,  0.09235,  0.00936,  0.31047,  0.90479,  0.16541, -0.39282,  0.00, -0.25562,  0.94775, -0.18982,  1.00, -0.68652,  0.49268
289, 83,  0.0887, -1.57095E-17,  0.30139,  0.87305,  0.00, -0.48755,  0.00, -0.14954,  0.95166, -0.26782,  1.00, -0.69531,  0.46753
290, 84,  0.08568,  0.01011,  0.3029,  0.62354,  0.44849, -0.64063,  0.00, -0.58545,  0.81104, -0.00171,  1.00, -0.67383,  0.47363
291, 85,  0.09245,  0.01542,  0.30868,  0.85986,  0.07324, -0.50586,  0.00, -0.21753,  0.94775, -0.23242,  1.00, -0.67578,  0.49365
292, 78,  0.09266,  0.01239,  0.31793,  0.97949,  0.19702,  0.03632,  0.00, -0.19446,  0.979, -0.06427,  1.00, -0.68408,  0.50928
293, 81,  0.09235,  0.00936,  0.31047,  0.90479,  0.16541, -0.39282,  0.00, -0.25562,  0.94775, -0.18982,  1.00, -0.68652,  0.49268
294, 84,  0.08568,  0.01011,  0.3029,  0.62354,  0.44849, -0.64063,  0.00, -0.58545,  0.81104, -0.00171,  1.00, -0.67383,  0.47363
295, 85,  0.09245,  0.01542,  0.30868,  0.85986,  0.07324, -0.50586,  0.00, -0.21753,  0.94775, -0.23242,  1.00, -0.67578,  0.49365
296, 81,  0.09235,  0.00936,  0.31047,  0.90479,  0.16541, -0.39282,  0.00, -0.25562,  0.94775, -0.18982,  1.00, -0.68652,  0.49268
297, 83,  0.0887, -1.57095E-17,  0.30139,  0.87305,  0.00, -0.48755,  0.00, -0.14954,  0.95166, -0.26782,  1.00, -0.69531,  0.46753
298, 86,  0.08336,  0.00886,  0.29624,  0.7124,  0.61035, -0.34644,  0.00, -0.6333,  0.77148,  0.05743,  1.00, -0.67285,  0.45874
299, 84,  0.08568,  0.01011,  0.3029,  0.62354,  0.44849, -0.64063,  0.00, -0.58545,  0.81104, -0.00171,  1.00, -0.67383,  0.47363
300, 84,  0.08568,  0.01011,  0.3029,  0.62354,  0.44849, -0.64063,  0.00, -0.58545,  0.81104, -0.00171,  1.00, -0.67383,  0.47363
301, 86,  0.08336,  0.00886,  0.29624,  0.7124,  0.61035, -0.34644,  0.00, -0.6333,  0.77148,  0.05743,  1.00, -0.67285,  0.45874
302, 87,  0.07655,  0.01799,  0.3094, -0.08655,  0.81348, -0.5752,  0.00, -0.86914,  0.2207,  0.44287,  1.00, -0.646,  0.48096
303, 88,  0.06738,  0.01807,  0.29469,  0.48706,  0.85156, -0.19409,  0.00, -0.84082,  0.51758,  0.15955,  1.00, -0.63477,  0.44824
304, 87,  0.07655,  0.01799,  0.3094, -0.08655,  0.81348, -0.5752,  0.00, -0.86914,  0.2207,  0.44287,  1.00, -0.646,  0.48096
305, 86,  0.08336,  0.00886,  0.29624,  0.7124,  0.61035, -0.34644,  0.00, -0.6333,  0.77148,  0.05743,  1.00, -0.67285,  0.45874
306, 86,  0.08336,  0.00886,  0.29624,  0.7124,  0.61035, -0.34644,  0.00, -0.6333,  0.77148,  0.05743,  1.00, -0.67285,  0.45874
307, 83,  0.0887, -1.57095E-17,  0.30139,  0.87305,  0.00, -0.48755,  0.00, -0.14954,  0.95166, -0.26782,  1.00, -0.69531,  0.46753
308, 89,  0.0871, -1.57095E-17,  0.29401,  0.90918,  0.00, -0.4165,  0.00, -0.12573,  0.95313, -0.27466,  1.00, -0.69189,  0.45264
309, 90,  0.08344, -1.57095E-17,  0.28902,  0.95166,  0.00, -0.30737,  0.00, -0.06305,  0.97852, -0.19519,  1.00, -0.68799,  0.44141
310, 86,  0.08336,  0.00886,  0.29624,  0.7124,  0.61035, -0.34644,  0.00, -0.6333,  0.77148,  0.05743,  1.00, -0.67285,  0.45874
311, 89,  0.0871, -1.57095E-17,  0.29401,  0.90918,  0.00, -0.4165,  0.00, -0.12573,  0.95313, -0.27466,  1.00, -0.69189,  0.45264
312, 90,  0.08344, -1.57095E-17,  0.28902,  0.95166,  0.00, -0.30737,  0.00, -0.06305,  0.97852, -0.19519,  1.00, -0.68799,  0.44141
313, 91,  0.08076,  0.00828,  0.28975,  0.73145,  0.63037, -0.25977,  0.00, -0.63574,  0.76855,  0.07404,  1.00, -0.67041,  0.44434
314, 86,  0.08336,  0.00886,  0.29624,  0.7124,  0.61035, -0.34644,  0.00, -0.6333,  0.77148,  0.05743,  1.00, -0.67285,  0.45874
315, 86,  0.08336,  0.00886,  0.29624,  0.7124,  0.61035, -0.34644,  0.00, -0.6333,  0.77148,  0.05743,  1.00, -0.67285,  0.45874
316, 91,  0.08076,  0.00828,  0.28975,  0.73145,  0.63037, -0.25977,  0.00, -0.63574,  0.76855,  0.07404,  1.00, -0.67041,  0.44434
317, 88,  0.06738,  0.01807,  0.29469,  0.48706,  0.85156, -0.19409,  0.00, -0.84082,  0.51758,  0.15955,  1.00, -0.63477,  0.44824
318, 90,  0.08344, -1.57095E-17,  0.28902,  0.95166,  0.00, -0.30737,  0.00, -0.06305,  0.97852, -0.19519,  1.00, -0.68799,  0.44141
319, 92,  0.08046,  0.00524,  0.27696,  0.75977,  0.61377, -0.21436,  0.00, -0.61816,  0.78418,  0.05417,  1.00, -0.67627,  0.41846
320, 91,  0.08076,  0.00828,  0.28975,  0.73145,  0.63037, -0.25977,  0.00, -0.63574,  0.76855,  0.07404,  1.00, -0.67041,  0.44434
321, 91,  0.08076,  0.00828,  0.28975,  0.73145,  0.63037, -0.25977,  0.00, -0.63574,  0.76855,  0.07404,  1.00, -0.67041,  0.44434
322, 92,  0.08046,  0.00524,  0.27696,  0.75977,  0.61377, -0.21436,  0.00, -0.61816,  0.78418,  0.05417,  1.00, -0.67627,  0.41846
323, 88,  0.06738,  0.01807,  0.29469,  0.48706,  0.85156, -0.19409,  0.00, -0.84082,  0.51758,  0.15955,  1.00, -0.63477,  0.44824
324, 93,  0.08326, -1.57095E-17,  0.27746,  0.98877,  0.00, -0.15088,  0.00, -0.01785,  0.99316, -0.117,  1.00, -0.68799,  0.41895
325, 92,  0.08046,  0.00524,  0.27696,  0.75977,  0.61377, -0.21436,  0.00, -0.61816,  0.78418,  0.05417,  1.00, -0.67627,  0.41846
326, 90,  0.08344, -1.57095E-17,  0.28902,  0.95166,  0.00, -0.30737,  0.00, -0.06305,  0.97852, -0.19519,  1.00, -0.68799,  0.44141
327, 94,  0.0798, -1.57095E-17,  0.26688,  0.79004,  0.00, -0.61328,  0.00, -0.25708,  0.90771, -0.33105,  1.00, -0.68506,  0.39771
328, 92,  0.08046,  0.00524,  0.27696,  0.75977,  0.61377, -0.21436,  0.00, -0.61816,  0.78418,  0.05417,  1.00, -0.67627,  0.41846
329, 93,  0.08326, -1.57095E-17,  0.27746,  0.98877,  0.00, -0.15088,  0.00, -0.01785,  0.99316, -0.117,  1.00, -0.68799,  0.41895
330, 94,  0.0798, -1.57095E-17,  0.26688,  0.79004,  0.00, -0.61328,  0.00, -0.25708,  0.90771, -0.33105,  1.00, -0.68506,  0.39771
331, 95,  0.07362,  0.00725,  0.26848,  0.35938,  0.73438, -0.57568,  0.00, -0.78906,  0.56836,  0.23267,  1.00, -0.66602,  0.39941
332, 92,  0.08046,  0.00524,  0.27696,  0.75977,  0.61377, -0.21436,  0.00, -0.61816,  0.78418,  0.05417,  1.00, -0.67627,  0.41846
333, 96,  0.0722, -1.57095E-17,  0.26159,  0.09924,  0.00, -0.99512,  0.00, -0.83594,  0.54297, -0.08337,  1.00, -0.67578,  0.38257
334, 95,  0.07362,  0.00725,  0.26848,  0.35938,  0.73438, -0.57568,  0.00, -0.78906,  0.56836,  0.23267,  1.00, -0.66602,  0.39941
335, 94,  0.0798, -1.57095E-17,  0.26688,  0.79004,  0.00, -0.61328,  0.00, -0.25708,  0.90771, -0.33105,  1.00, -0.68506,  0.39771
336, 92,  0.08046,  0.00524,  0.27696,  0.75977,  0.61377, -0.21436,  0.00, -0.61816,  0.78418,  0.05417,  1.00, -0.67627,  0.41846
337, 95,  0.07362,  0.00725,  0.26848,  0.35938,  0.73438, -0.57568,  0.00, -0.78906,  0.56836,  0.23267,  1.00, -0.66602,  0.39941
338, 97,  0.06213,  0.02101,  0.28332,  0.21289,  0.93652, -0.27881,  0.00, -0.92383,  0.28589,  0.25513,  1.00, -0.62744,  0.42358
339, 97,  0.06213,  0.02101,  0.28332,  0.21289,  0.93652, -0.27881,  0.00, -0.92383,  0.28589,  0.25513,  1.00, -0.62744,  0.42358
